Wall time,Step,Value
1677976286.8153944,2560,0.0
1677976292.292744,5120,0.0
1677976297.8112748,7680,0.0
1677976303.5067916,10240,0.0
1677976308.9104302,12800,0.0
1677976314.2134707,15360,0.0
1677976319.4506493,17920,0.0
1677976324.6046848,20480,0.0
1677976329.8513994,23040,0.0
1677976335.4520588,25600,0.0
1677976340.8723757,28160,0.0
1677976346.2993083,30720,0.0
1677976351.6733117,33280,0.0
1677976357.0342762,35840,0.0
1677976362.6754785,38400,0.0
1677976368.4668167,40960,0.20000000298023224
1677976374.095745,43520,0.20000000298023224
1677976379.684907,46080,0.6000000238418579
1677976384.896266,48640,0.6000000238418579
1677976390.0775702,51200,0.6000000238418579
1677976395.8245378,53760,0.6000000238418579
1677976401.3476267,56320,0.6000000238418579
1677976406.8388124,58880,0.6000000238418579
1677976412.4585924,61440,0.6000000238418579
1677976418.04727,64000,0.800000011920929
1677976423.7131107,66560,0.800000011920929
1677976429.4333923,69120,0.800000011920929
1677976435.0527961,71680,0.800000011920929
1677976440.7810056,74240,0.800000011920929
1677976446.3397732,76800,0.800000011920929
1677976451.7841609,79360,0.800000011920929
1677976457.3851354,81920,0.800000011920929
1677976462.85032,84480,0.800000011920929
1677976468.5168962,87040,0.800000011920929
1677976474.031719,89600,0.800000011920929
1677976479.4077158,92160,0.8989999890327454
1677976484.8852952,94720,0.8989999890327454
1677976490.279495,97280,0.800000011920929
1677976495.7611353,99840,0.6990000009536743
1677976500.9542575,102400,0.6990000009536743
1677976506.6189313,104960,0.6990000009536743
1677976512.0570498,107520,0.8989999890327454
1677976517.5468304,110080,0.800000011920929
1677976523.0726085,112640,0.800000011920929
1677976528.6121757,115200,0.8989999890327454
1677976534.2966938,117760,0.8989999890327454
1677976539.6071618,120320,0.8989999890327454
1677976545.0145648,122880,0.800000011920929
1677976550.8425431,125440,0.8989999890327454
1677976556.5024605,128000,0.8989999890327454
1677976562.1737034,130560,0.800000011920929
1677976567.8473136,133120,0.800000011920929
1677976573.3487396,135680,0.6990000009536743
1677976578.8346999,138240,0.800000011920929
1677976584.4741273,140800,0.800000011920929
1677976590.084511,143360,0.8989999890327454
1677976595.8030305,145920,0.8989999890327454
1677976601.2904642,148480,0.800000011920929
1677976606.858374,151040,0.8989999890327454
1677976612.018208,153600,0.8989999890327454
1677976617.2946424,156160,0.8989999890327454
1677976622.921577,158720,0.8989999890327454
1677976628.633826,161280,0.8989999890327454
1677976634.3801262,163840,0.8989999890327454
1677976640.0655134,166400,1.0
1677976645.7195728,168960,1.0
1677976651.5448122,171520,0.8989999890327454
1677976657.1186693,174080,0.8989999890327454
1677976662.9448996,176640,0.8989999890327454
1677976668.560705,179200,0.800000011920929
1677976674.0897303,181760,0.800000011920929
1677976679.6854925,184320,0.8989999890327454
1677976685.3308017,186880,0.8989999890327454
1677976690.935561,189440,1.0
1677976696.6196458,192000,1.0
1677976701.8636134,194560,1.0
1677976707.34123,197120,0.800000011920929
1677976712.800152,199680,0.8989999890327454
1677976718.4480965,202240,0.8989999890327454
1677976724.07851,204800,0.800000011920929
1677976729.794696,207360,0.8989999890327454
1677976735.5588439,209920,1.0
1677976741.1566403,212480,1.0
1677976746.6969452,215040,0.8989999890327454
1677976752.4022577,217600,0.800000011920929
1677976758.0890448,220160,0.8989999890327454
1677976763.7877073,222720,0.8989999890327454
1677976769.5277796,225280,0.8989999890327454
1677976775.2327006,227840,0.8989999890327454
1677976780.430712,230400,1.0
1677976786.09336,232960,1.0
1677976791.7564373,235520,1.0
1677976797.3625371,238080,1.0
1677976803.0491416,240640,0.8989999890327454
1677976808.5919042,243200,0.8989999890327454
1677976814.2195415,245760,0.8989999890327454
1677976819.7811196,248320,1.0
1677976825.2356186,250880,1.0
1677976830.7964993,253440,0.8989999890327454
1677976836.4622524,256000,0.8989999890327454
1677976842.0652685,258560,0.8989999890327454
1677976847.9045348,261120,0.8989999890327454
1677976853.588324,263680,0.800000011920929
1677976859.2204456,266240,0.8989999890327454
1677976864.5983088,268800,0.8989999890327454
1677976870.0487208,271360,0.8989999890327454
1677976875.7106137,273920,1.0
1677976881.412581,276480,0.8989999890327454
1677976887.058507,279040,0.8989999890327454
1677976892.8046126,281600,0.800000011920929
1677976898.7907605,284160,0.800000011920929
1677976904.6458619,286720,0.8989999890327454
1677976910.459144,289280,1.0
1677976916.2580218,291840,1.0
1677976921.9862309,294400,1.0
1677976927.8046596,296960,1.0
1677976933.6702626,299520,0.8989999890327454
1677976939.299319,302080,0.8989999890327454
1677976945.1101213,304640,0.8989999890327454
1677976950.7651403,307200,1.0
1677976956.5423205,309760,0.800000011920929
1677976962.164841,312320,0.800000011920929
1677976967.828586,314880,0.800000011920929
1677976973.54689,317440,0.8989999890327454
1677976979.2535262,320000,0.8989999890327454
1677976985.299197,322560,0.8989999890327454
1677976991.0075214,325120,0.800000011920929
1677976996.7344773,327680,0.8989999890327454
1677977002.5625732,330240,0.8989999890327454
1677977008.2999496,332800,0.8989999890327454
1677977013.9614265,335360,1.0
1677977019.691165,337920,0.8989999890327454
1677977025.3003657,340480,1.0
1677977030.9555655,343040,1.0
1677977036.6088784,345600,1.0
1677977042.1930482,348160,0.8989999890327454
1677977047.9692073,350720,0.8989999890327454
1677977053.451201,353280,0.8989999890327454
1677977058.742146,355840,0.8989999890327454
1677977064.2363434,358400,0.800000011920929
1677977069.7797468,360960,0.8989999890327454
1677977075.0770044,363520,1.0
1677977080.4775238,366080,0.8989999890327454
1677977085.8778076,368640,0.8989999890327454
1677977091.2360902,371200,1.0
1677977096.6189475,373760,0.6990000009536743
1677977102.1250226,376320,0.800000011920929
1677977107.508906,378880,0.800000011920929
1677977113.0425928,381440,0.800000011920929
1677977118.3967097,384000,0.800000011920929
1677977123.8359723,386560,0.800000011920929
1677977129.2443786,389120,0.800000011920929
1677977134.6303365,391680,0.8989999890327454
1677977140.0547664,394240,0.8989999890327454
1677977145.171356,396800,0.800000011920929
1677977150.635472,399360,0.8989999890327454
1677977156.0192118,401920,0.8989999890327454
1677977161.597969,404480,0.8989999890327454
1677977167.2638025,407040,1.0
1677977172.7026193,409600,0.8180000185966492
1677977178.0882115,412160,0.8989999890327454
1677977183.480563,414720,0.8989999890327454
1677977188.5200071,417280,0.9279999732971191
1677977193.6871226,419840,0.800000011920929
1677977199.1470733,422400,0.8989999890327454
1677977204.778407,424960,0.9089999794960022
1677977210.2924788,427520,0.800000011920929
