Wall time,Step,Value
1678142716.0964434,2560,0.05999999865889549
1678142721.937865,5120,0.05999999865889549
1678142727.776832,7680,0.05999999865889549
1678142733.6163585,10240,0.07000000029802322
1678142739.6136374,12800,0.07000000029802322
1678142745.5109904,15360,0.07000000029802322
1678142751.3811994,17920,0.07000000029802322
1678142757.0918913,20480,0.07000000029802322
1678142762.9950275,23040,0.07000000029802322
1678142768.7210274,25600,0.07000000029802322
1678142774.6238785,28160,0.07000000029802322
1678142780.6478078,30720,0.07999999821186066
1678142786.4954762,33280,0.07999999821186066
1678142792.2832649,35840,0.07999999821186066
1678142798.1516511,38400,0.07999999821186066
1678142804.3987174,40960,0.07999999821186066
1678142810.313184,43520,0.07999999821186066
1678142816.1408157,46080,0.07999999821186066
1678142822.028746,48640,0.09000000357627869
1678142827.6747735,51200,0.09000000357627869
1678142833.6652403,53760,0.09000000357627869
1678142839.5451376,56320,0.09000000357627869
1678142845.3311026,58880,0.09000000357627869
1678142851.2090924,61440,0.09000000357627869
1678142857.0292003,64000,0.09000000357627869
1678142862.9721885,66560,0.10000000149011612
1678142868.8889084,69120,0.10000000149011612
1678142874.6660209,71680,0.10000000149011612
1678142880.3919394,74240,0.10000000149011612
1678142886.1764941,76800,0.10999999940395355
1678142891.99924,79360,0.10999999940395355
1678142897.8631501,81920,0.10999999940395355
1678142903.5615945,84480,0.10999999940395355
1678142909.2793865,87040,0.10999999940395355
1678142915.174445,89600,0.11999999731779099
1678142920.9022408,92160,0.11999999731779099
1678142926.7405484,94720,0.11999999731779099
1678142932.4422164,97280,0.12999999523162842
1678142938.4523256,99840,0.12999999523162842
1678142944.2043014,102400,0.12999999523162842
1678142950.022601,104960,0.12999999523162842
1678142955.9458778,107520,0.14000000059604645
1678142961.699915,110080,0.14000000059604645
1678142967.3679645,112640,0.14000000059604645
1678142973.1084168,115200,0.15000000596046448
1678142979.06612,117760,0.15000000596046448
1678142984.6149278,120320,0.15000000596046448
1678142990.3047264,122880,0.15000000596046448
1678142995.9999993,125440,0.1599999964237213
1678143001.6794639,128000,0.1599999964237213
1678143007.5491984,130560,0.1599999964237213
1678143013.2617352,133120,0.1599999964237213
1678143019.1183825,135680,0.17000000178813934
1678143024.8635244,138240,0.17000000178813934
1678143030.734928,140800,0.17000000178813934
1678143036.7226806,143360,0.18000000715255737
1678143042.7155595,145920,0.18000000715255737
1678143048.7233086,148480,0.18000000715255737
1678143054.5458448,151040,0.1899999976158142
1678143060.4511528,153600,0.1899999976158142
1678143066.319983,156160,0.20000000298023224
1678143072.070693,158720,0.20000000298023224
1678143077.8065841,161280,0.20000000298023224
1678143083.6316395,163840,0.20999999344348907
1678143089.387154,166400,0.20999999344348907
1678143095.225187,168960,0.20999999344348907
1678143100.9882174,171520,0.2199999988079071
1678143106.7695155,174080,0.2199999988079071
1678143112.5055375,176640,0.2199999988079071
1678143118.375858,179200,0.2199999988079071
1678143124.0944283,181760,0.23000000417232513
1678143129.6866524,184320,0.23000000417232513
1678143135.550287,186880,0.23000000417232513
1678143141.1118064,189440,0.23999999463558197
1678143146.8128517,192000,0.23999999463558197
1678143152.5522501,194560,0.23999999463558197
1678143158.4412022,197120,0.25
1678143164.3457785,199680,0.25
1678143170.1998925,202240,0.25
1678143176.0574248,204800,0.25999999046325684
1678143181.7499888,207360,0.25999999046325684
1678143187.6973176,209920,0.25999999046325684
1678143193.625445,212480,0.27000001072883606
1678143199.4146113,215040,0.27000001072883606
1678143205.2829075,217600,0.2800000011920929
1678143211.3630261,220160,0.2800000011920929
1678143217.1313238,222720,0.28999999165534973
1678143222.917048,225280,0.28999999165534973
1678143228.8460767,227840,0.28999999165534973
1678143234.7215385,230400,0.30000001192092896
1678143240.5098722,232960,0.30000001192092896
1678143246.2033412,235520,0.3100000023841858
1678143252.04638,238080,0.3100000023841858
1678143257.8384533,240640,0.3199999928474426
1678143263.4039047,243200,0.3199999928474426
1678143269.2951376,245760,0.33000001311302185
1678143275.1765218,248320,0.33000001311302185
1678143280.946312,250880,0.3400000035762787
1678143286.6805637,253440,0.3400000035762787
